,Chapter ID,Place ID,Character ID,Dialogue,tokens,Character Name,Gender,House,pos_tags,entities_people,all_entities_nltk,all_entities_spacy,chunks
313,14,36,2,Ah. Mail's here!,"['Ah', 'Mail', ""'s""]",Ron Weasley,Male,Gryffindor,"[('Ah', 'NNP'), ('Mail', 'NNP'), (""'s"", 'POS')]",[],[],[],(S Ah/NNP Mail/NNP 's/POS)
314,14,36,1,Can I borrow this?  Thanks.,"['borrow', 'Thanks']",Harry Potter,Male,Gryffindor,"[('borrow', 'NN'), ('Thanks', 'NNS')]",[],[],[],(S borrow/NN Thanks/NNS)
315,14,36,29,"Hey, look! Neville's got a Remembrall!","['Hey', 'look', 'Neville', ""'s"", 'got', 'Remembrall']",Seamus Finnigan,Male,Gryffindor,"[('Hey', 'NNP'), ('look', 'VBP'), ('Neville', 'NNP'), (""'s"", 'POS'), ('got', 'VBD'), ('Remembrall', 'NNP')]","[Tree('PERSON', [('Neville', 'NNP')])]","[Tree('PERSON', [('Neville', 'NNP')]), Tree('ORGANIZATION', [('Remembrall', 'NNP')])]","[Neville, Remembrall]","(S
  Hey/NNP
  look/VBP
  (PERSON Neville/NNP)
  's/POS
  got/VBD
  (ORGANIZATION Remembrall/NNP))"
316,14,36,3,"I've read about those. When the smoke turns red,  it means you've forgotten something.","[""'ve"", 'read', 'smoke', 'turns', 'red', 'means', ""'ve"", 'forgotten', 'something']",Hermione Granger,Female,Gryffindor,"[(""'ve"", 'VBP'), ('read', 'VBN'), ('smoke', 'NN'), ('turns', 'VBZ'), ('red', 'JJ'), ('means', 'NNS'), (""'ve"", 'VBP'), ('forgotten', 'VBN'), ('something', 'NN')]",[],[],[],"(S
  've/VBP
  read/VBN
  smoke/NN
  turns/VBZ
  red/JJ
  means/NNS
  've/VBP
  forgotten/VBN
  something/NN)"
317,14,36,10,"The only problem is, I can't remember what I've forgotten.","['problem', 'ca', ""n't"", 'remember', ""'ve"", 'forgotten']",Neville Longbottom,Male,Gryffindor,"[('problem', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('remember', 'VB'), (""'ve"", 'VBP'), ('forgotten', 'VBN')]",[],[],[],(S problem/NN ca/MD n't/RB remember/VB 've/VBP forgotten/VBN)
318,14,36,1,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.","['Hey', 'Ron', 'somebody', 'broke', 'Gringotts', 'listen', 'Believed', 'work', 'dark', 'witches', 'wizards', 'unknown', 'Gringotts', 'goblins', 'acknowledging', 'breach', 'insist', 'nothing', 'taken', 'vault', 'question', 'number', '713', 'fact', 'emptied', 'earlier', 'day', ""'s"", 'odd', ""'s"", 'vault', 'Hagrid', 'went']",Harry Potter,Male,Gryffindor,"[('Hey', 'NNP'), ('Ron', 'NNP'), ('somebody', 'NN'), ('broke', 'VBD'), ('Gringotts', 'NNP'), ('listen', 'FW'), ('Believed', 'NNP'), ('work', 'NN'), ('dark', 'NN'), ('witches', 'NNS'), ('wizards', 'NNS'), ('unknown', 'JJ'), ('Gringotts', 'NNP'), ('goblins', 'NNS'), ('acknowledging', 'VBG'), ('breach', 'NN'), ('insist', 'NN'), ('nothing', 'NN'), ('taken', 'VBN'), ('vault', 'NN'), ('question', 'NN'), ('number', 'NN'), ('713', 'CD'), ('fact', 'NN'), ('emptied', 'VBN'), ('earlier', 'RBR'), ('day', 'NN'), (""'s"", 'POS'), ('odd', 'NN'), (""'s"", 'POS'), ('vault', 'NN'), ('Hagrid', 'NNP'), ('went', 'VBD')]","[Tree('PERSON', [('Hey', 'NNP')]), Tree('PERSON', [('Gringotts', 'NNP')]), Tree('PERSON', [('Hagrid', 'NNP')])]","[Tree('PERSON', [('Hey', 'NNP')]), Tree('ORGANIZATION', [('Ron', 'NNP')]), Tree('PERSON', [('Gringotts', 'NNP')]), Tree('GPE', [('Believed', 'NNP')]), Tree('PERSON', [('Hagrid', 'NNP')])]","[Ron, Gringotts, Gringotts, 713, earlier that same day, Hagrid]","(S
  (PERSON Hey/NNP)
  (ORGANIZATION Ron/NNP)
  somebody/NN
  broke/VBD
  (PERSON Gringotts/NNP)
  listen/FW
  (GPE Believed/NNP)
  work/NN
  dark/NN
  witches/NNS
  wizards/NNS
  unknown/JJ
  Gringotts/NNP
  goblins/NNS
  acknowledging/VBG
  breach/NN
  insist/NN
  nothing/NN
  taken/VBN
  vault/NN
  question/NN
  number/NN
  713/CD
  fact/NN
  emptied/VBN
  earlier/RBR
  day/NN
  's/POS
  odd/NN
  's/POS
  vault/NN
  (PERSON Hagrid/NNP)
  went/VBD)"
319,15,52,50,"Good afternoon, class.","['Good', 'afternoon', 'class']",Rolanda Hooch,Female,,"[('Good', 'JJ'), ('afternoon', 'NN'), ('class', 'NN')]",[],"[Tree('GPE', [('Good', 'JJ')])]",[afternoon],(S (GPE Good/JJ) afternoon/NN class/NN)
320,15,52,154,"Good afternoon, Madam Hooch.","['Good', 'afternoon', 'Madam', 'Hooch']",Class,,,"[('Good', 'JJ'), ('afternoon', 'NN'), ('Madam', 'NNP'), ('Hooch', 'NNP')]","[Tree('PERSON', [('Madam', 'NNP'), ('Hooch', 'NNP')])]","[Tree('GPE', [('Good', 'JJ')]), Tree('PERSON', [('Madam', 'NNP'), ('Hooch', 'NNP')])]","[afternoon, Madam Hooch]",(S (GPE Good/JJ) afternoon/NN (PERSON Madam/NNP Hooch/NNP))
321,15,52,50,"Good afternoon, Amanda, good afternoon.  Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, up!","['Good', 'afternoon', 'Amanda', 'good', 'afternoon', 'Welcome', 'first', 'flying', 'lesson', 'Well', 'waiting', 'Everyone', 'step', 'left', 'side', 'broomstick', 'Come', 'hurry', 'Stick', 'right', 'hand', 'broom', 'say']",Rolanda Hooch,Female,,"[('Good', 'JJ'), ('afternoon', 'NN'), ('Amanda', 'NNP'), ('good', 'JJ'), ('afternoon', 'NN'), ('Welcome', 'NNP'), ('first', 'RB'), ('flying', 'VBG'), ('lesson', 'RB'), ('Well', 'RB'), ('waiting', 'VBG'), ('Everyone', 'NNP'), ('step', 'NN'), ('left', 'VBD'), ('side', 'JJ'), ('broomstick', 'JJ'), ('Come', 'NNP'), ('hurry', 'NN'), ('Stick', 'NNP'), ('right', 'NN'), ('hand', 'NN'), ('broom', 'NNS'), ('say', 'VBP')]","[Tree('PERSON', [('Amanda', 'NNP')]), Tree('PERSON', [('Welcome', 'NNP')]), Tree('PERSON', [('Stick', 'NNP')])]","[Tree('GPE', [('Good', 'JJ')]), Tree('PERSON', [('Amanda', 'NNP')]), Tree('PERSON', [('Welcome', 'NNP')]), Tree('PERSON', [('Stick', 'NNP')])]","[afternoon, Amanda, afternoon, first]","(S
  (GPE Good/JJ)
  afternoon/NN
  (PERSON Amanda/NNP)
  good/JJ
  afternoon/NN
  (PERSON Welcome/NNP)
  first/RB
  flying/VBG
  lesson/RB
  Well/RB
  waiting/VBG
  Everyone/NNP
  step/NN
  left/VBD
  side/JJ
  broomstick/JJ
  Come/NNP
  hurry/NN
  (PERSON Stick/NNP)
  right/NN
  hand/NN
  broom/NNS
  say/VBP)"
322,15,52,154,Up!,[],Class,,,[],[],[],[],(S )
323,15,52,1,Wow.,['Wow'],Harry Potter,Male,Gryffindor,"[('Wow', 'NN')]",[],"[Tree('GPE', [('Wow', 'NN')])]",[],(S (GPE Wow/NN))
324,15,52,12,Up!,[],Draco Malfoy,Male,Slytherin,[],[],[],[],(S )
325,15,52,50,With feeling!,['feeling'],Rolanda Hooch,Female,,"[('feeling', 'VBG')]",[],[],[],(S feeling/VBG)
326,15,52,3,Up. Up. Up. Up.,[],Hermione Granger,Female,Gryffindor,[],[],[],[],(S )
327,15,52,2,"Up!!  Ooh!  Shut up, Harry.","['Ooh', 'Shut', 'Harry']",Ron Weasley,Male,Gryffindor,"[('Ooh', 'NNP'), ('Shut', 'NNP'), ('Harry', 'NNP')]","[Tree('PERSON', [('Ooh', 'NNP')]), Tree('PERSON', [('Shut', 'NNP'), ('Harry', 'NNP')])]","[Tree('PERSON', [('Ooh', 'NNP')]), Tree('PERSON', [('Shut', 'NNP'), ('Harry', 'NNP')])]","[Shut, Harry]",(S (PERSON Ooh/NNP) (PERSON Shut/NNP Harry/NNP))
328,15,52,50,"Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end.  When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2...","[""'ve"", 'got', 'hold', 'broom', 'want', 'mount', 'grip', 'tight', ""n't"", 'want', 'sliding', 'end', 'blow', 'whistle', 'want', 'kick', 'ground', 'hard', 'Keep', 'broom', 'steady', 'hover', 'moment', 'lean', 'forward', 'slightly', 'touch', 'back', 'whistle', '...', '3', '...', '2', '...']",Rolanda Hooch,Female,,"[(""'ve"", 'VBP'), ('got', 'VBN'), ('hold', 'VBP'), ('broom', 'NN'), ('want', 'VBP'), ('mount', 'NN'), ('grip', 'NN'), ('tight', 'VBP'), (""n't"", 'RB'), ('want', 'VB'), ('sliding', 'VBG'), ('end', 'VB'), ('blow', 'NN'), ('whistle', 'NN'), ('want', 'VBP'), ('kick', 'NN'), ('ground', 'NN'), ('hard', 'JJ'), ('Keep', 'NNP'), ('broom', 'NN'), ('steady', 'JJ'), ('hover', 'NN'), ('moment', 'NN'), ('lean', 'JJ'), ('forward', 'RB'), ('slightly', 'RB'), ('touch', 'JJ'), ('back', 'RB'), ('whistle', 'NN'), ('...', ':'), ('3', 'CD'), ('...', ':'), ('2', 'CD'), ('...', ':')]",[],[],"[3, 2]","(S
  've/VBP
  got/VBN
  hold/VBP
  broom/NN
  want/VBP
  mount/NN
  grip/NN
  tight/VBP
  n't/RB
  want/VB
  sliding/VBG
  end/VB
  blow/NN
  whistle/NN
  want/VBP
  kick/NN
  ground/NN
  hard/JJ
  Keep/NNP
  broom/NN
  steady/JJ
  hover/NN
  moment/NN
  lean/JJ
  forward/RB
  slightly/RB
  touch/JJ
  back/RB
  whistle/NN
  .../:
  3/CD
  .../:
  2/CD
  .../:)"
329,15,52,10,Oh...,"['Oh', '...']",Neville Longbottom,Male,Gryffindor,"[('Oh', 'UH'), ('...', ':')]",[],[],[],(S Oh/UH .../:)
330,15,52,50,Mr. Longbottom.,"['Mr.', 'Longbottom']",Rolanda Hooch,Female,,"[('Mr.', 'NNP'), ('Longbottom', 'NNP')]","[Tree('PERSON', [('Mr.', 'NNP')])]","[Tree('PERSON', [('Mr.', 'NNP')]), Tree('ORGANIZATION', [('Longbottom', 'NNP')])]",[Longbottom],(S (PERSON Mr./NNP) (ORGANIZATION Longbottom/NNP))
331,15,52,134,"Neville, what are you doing?",['Neville'],Girl,,,"[('Neville', 'NNP')]",[],"[Tree('GPE', [('Neville', 'NNP')])]",[Neville],(S (GPE Neville/NNP))
332,15,52,127,Neville...Neville...,"['Neville', '...', 'Neville', '...']",Students,,,"[('Neville', 'NNP'), ('...', ':'), ('Neville', 'NNP'), ('...', ':')]","[Tree('PERSON', [('Neville', 'NNP')])]","[Tree('GPE', [('Neville', 'NNP')]), Tree('PERSON', [('Neville', 'NNP')])]","[Neville, Neville]",(S (GPE Neville/NNP) .../: (PERSON Neville/NNP) .../:)
333,15,52,138,"We're not supposed to take off, yet.","[""'re"", 'supposed', 'take', 'yet']",Boy,,,"[(""'re"", 'VBP'), ('supposed', 'VBN'), ('take', 'NN'), ('yet', 'RB')]",[],[],[],(S 're/VBP supposed/VBN take/NN yet/RB)
334,15,52,50,M-M-Mr. Longbottom! Mr. Longbottom!,"['M-M-Mr.', 'Longbottom', 'Mr.', 'Longbottom']",Rolanda Hooch,Female,,"[('M-M-Mr.', 'NNP'), ('Longbottom', 'NNP'), ('Mr.', 'NNP'), ('Longbottom', 'NNP')]","[Tree('PERSON', [('Mr.', 'NNP'), ('Longbottom', 'NNP')])]","[Tree('PERSON', [('Mr.', 'NNP'), ('Longbottom', 'NNP')])]","[Longbottom, Longbottom]",(S M-M-Mr./NNP Longbottom/NNP (PERSON Mr./NNP Longbottom/NNP))
335,15,52,10,AHH!,['AHH'],Neville Longbottom,Male,Gryffindor,"[('AHH', 'NN')]",[],"[Tree('ORGANIZATION', [('AHH', 'NN')])]",[],(S (ORGANIZATION AHH/NN))
336,15,52,50,Mr. Longbottom!,"['Mr.', 'Longbottom']",Rolanda Hooch,Female,,"[('Mr.', 'NNP'), ('Longbottom', 'NNP')]","[Tree('PERSON', [('Mr.', 'NNP')])]","[Tree('PERSON', [('Mr.', 'NNP')]), Tree('ORGANIZATION', [('Longbottom', 'NNP')])]",[Longbottom],(S (PERSON Mr./NNP) (ORGANIZATION Longbottom/NNP))
337,15,52,10,Down! Down! Ahhhh!,['Ahhhh'],Neville Longbottom,Male,Gryffindor,"[('Ahhhh', 'NN')]",[],"[Tree('GPE', [('Ahhhh', 'NN')])]",[],(S (GPE Ahhhh/NN))
338,15,52,1,Neville!,['Neville'],Harry Potter,Male,Gryffindor,"[('Neville', 'NNP')]",[],"[Tree('GPE', [('Neville', 'NNP')])]",[Neville],(S (GPE Neville/NNP))
339,15,52,10,Help!!!,['Help'],Neville Longbottom,Male,Gryffindor,"[('Help', 'NN')]",[],"[Tree('GPE', [('Help', 'NN')])]",[],(S (GPE Help/NN))
340,15,52,50,Come back down this instant!,"['Come', 'back', 'instant']",Rolanda Hooch,Female,,"[('Come', 'NNP'), ('back', 'RB'), ('instant', 'NN')]",[],[],[],(S Come/NNP back/RB instant/NN)
341,15,52,10,AHH!,['AHH'],Neville Longbottom,Male,Gryffindor,"[('AHH', 'NN')]",[],"[Tree('ORGANIZATION', [('AHH', 'NN')])]",[],(S (ORGANIZATION AHH/NN))
342,15,52,10,Help!,['Help'],Neville Longbottom,Male,Gryffindor,"[('Help', 'NN')]",[],"[Tree('GPE', [('Help', 'NN')])]",[],(S (GPE Help/NN))
343,15,52,50,Mr. Longbottom-!,"['Mr.', 'Longbottom-']",Rolanda Hooch,Female,,"[('Mr.', 'NNP'), ('Longbottom-', 'NNP')]","[Tree('PERSON', [('Mr.', 'NNP')])]","[Tree('PERSON', [('Mr.', 'NNP')])]",[Longbottom-],(S (PERSON Mr./NNP) Longbottom-/NNP)
344,15,52,10,Ahhhh! Whoa! Ahhh!  Oh. Ah...help!  Ahh!,"['Ahhhh', 'Whoa', 'Ahhh', 'Oh', 'Ah', '...', 'help', 'Ahh']",Neville Longbottom,Male,Gryffindor,"[('Ahhhh', 'NNP'), ('Whoa', 'NNP'), ('Ahhh', 'NNP'), ('Oh', 'NNP'), ('Ah', 'NNP'), ('...', ':'), ('help', 'NN'), ('Ahh', 'VB')]","[Tree('PERSON', [('Ahhhh', 'NNP')])]","[Tree('PERSON', [('Ahhhh', 'NNP')]), Tree('ORGANIZATION', [('Whoa', 'NNP'), ('Ahhh', 'NNP'), ('Oh', 'NNP'), ('Ah', 'NNP')])]",[],"(S
  (PERSON Ahhhh/NNP)
  (ORGANIZATION Whoa/NNP Ahhh/NNP Oh/NNP Ah/NNP)
  .../:
  help/NN
  Ahh/VB)"
345,15,52,50,"Everyone out of the way!  Come on, get up.","['Everyone', 'way', 'Come', 'get']",Rolanda Hooch,Female,,"[('Everyone', 'NN'), ('way', 'NN'), ('Come', 'NNP'), ('get', 'NN')]",[],"[Tree('GPE', [('Everyone', 'NN')])]",[],(S (GPE Everyone/NN) way/NN Come/NNP get/NN)
346,15,52,134,Is he alright?,['alright'],Girl,,,"[('alright', 'NN')]",[],[],[],(S alright/NN)
347,15,52,10,Owowowow.,['Owowowow'],Neville Longbottom,Male,Gryffindor,"[('Owowowow', 'NN')]",[],"[Tree('GPE', [('Owowowow', 'NN')])]",[Owowowow],(S (GPE Owowowow/NN))
348,15,52,50,"Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get.  Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch.","['Oh', 'oh', 'oh', 'oh', 'dear', ""'s"", 'broken', 'wrist', 'Tch', 'tch', 'tch', 'Good', 'boy', 'come', 'get', 'Everyone', ""'s"", 'keep', 'feet', 'firmly', 'ground', 'take', 'Mr.', 'Longbottom', 'hospital', 'wing', 'Understand', 'see', 'single', 'broom', 'air', 'one', 'riding', 'find', 'Hogwarts', 'say', 'Quidditch']",Rolanda Hooch,Female,,"[('Oh', 'UH'), ('oh', 'UH'), ('oh', 'JJ'), ('oh', 'JJ'), ('dear', 'NN'), (""'s"", 'POS'), ('broken', 'JJ'), ('wrist', 'NN'), ('Tch', 'NNP'), ('tch', 'NN'), ('tch', 'NN'), ('Good', 'NNP'), ('boy', 'NN'), ('come', 'VBP'), ('get', 'VBP'), ('Everyone', 'NNP'), (""'s"", 'POS'), ('keep', 'JJ'), ('feet', 'NNS'), ('firmly', 'RB'), ('ground', 'VBP'), ('take', 'VB'), ('Mr.', 'NNP'), ('Longbottom', 'NNP'), ('hospital', 'VBD'), ('wing', 'VBG'), ('Understand', 'NNP'), ('see', 'VB'), ('single', 'JJ'), ('broom', 'NN'), ('air', 'NN'), ('one', 'CD'), ('riding', 'NN'), ('find', 'NN'), ('Hogwarts', 'NNP'), ('say', 'VBP'), ('Quidditch', 'NN')]","[Tree('PERSON', [('Tch', 'NNP')]), Tree('PERSON', [('Everyone', 'NNP')]), Tree('PERSON', [('Mr.', 'NNP'), ('Longbottom', 'NNP')]), Tree('PERSON', [('Quidditch', 'NN')])]","[Tree('PERSON', [('Tch', 'NNP')]), Tree('PERSON', [('Everyone', 'NNP')]), Tree('PERSON', [('Mr.', 'NNP'), ('Longbottom', 'NNP')]), Tree('GPE', [('Understand', 'NNP')]), Tree('PERSON', [('Quidditch', 'NN')])]","[Tch, tch, tch, Everyone, Longbottom, Hogwarts, Quidditch]","(S
  Oh/UH
  oh/UH
  oh/JJ
  oh/JJ
  dear/NN
  's/POS
  broken/JJ
  wrist/NN
  (PERSON Tch/NNP)
  tch/NN
  tch/NN
  Good/NNP
  boy/NN
  come/VBP
  get/VBP
  (PERSON Everyone/NNP)
  's/POS
  keep/JJ
  feet/NNS
  firmly/RB
  ground/VBP
  take/VB
  (PERSON Mr./NNP Longbottom/NNP)
  hospital/VBD
  wing/VBG
  (GPE Understand/NNP)
  see/VB
  single/JJ
  broom/NN
  air/NN
  one/CD
  riding/NN
  find/NN
  Hogwarts/NNP
  say/VBP
  (PERSON Quidditch/NN))"
349,15,52,12,"Did you see his face? Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse.","['see', 'face', 'Maybe', 'fat', 'lump', 'given', 'squeeze', ""'d"", 'remembered', 'fall', 'fat', 'arse']",Draco Malfoy,Male,Slytherin,"[('see', 'VB'), ('face', 'NN'), ('Maybe', 'NNP'), ('fat', 'JJ'), ('lump', 'NN'), ('given', 'VBN'), ('squeeze', 'JJ'), (""'d"", 'MD'), ('remembered', 'VBN'), ('fall', 'VB'), ('fat', 'JJ'), ('arse', 'NN')]",[],[],[],"(S
  see/VB
  face/NN
  Maybe/NNP
  fat/JJ
  lump/NN
  given/VBN
  squeeze/JJ
  'd/MD
  remembered/VBN
  fall/VB
  fat/JJ
  arse/NN)"
350,15,52,1,"Give it here, Malfoy.","['Give', 'Malfoy']",Harry Potter,Male,Gryffindor,"[('Give', 'VB'), ('Malfoy', 'NN')]","[Tree('PERSON', [('Malfoy', 'NN')])]","[Tree('PERSON', [('Malfoy', 'NN')])]",[Malfoy],(S Give/VB (PERSON Malfoy/NN))
351,15,52,12,"No. I think I'll leave it somewhere for Longbottom to find.  How 'bout up on the roof?  What's the matter, Potter? Bit beyond your reach?","['think', ""'ll"", 'leave', 'somewhere', 'Longbottom', 'find', ""'bout"", 'roof', ""'s"", 'matter', 'Potter', 'Bit', 'beyond', 'reach']",Draco Malfoy,Male,Slytherin,"[('think', 'VB'), (""'ll"", 'MD'), ('leave', 'VB'), ('somewhere', 'RB'), ('Longbottom', 'NNP'), ('find', 'VBP'), (""'bout"", 'IN'), ('roof', 'NN'), (""'s"", 'POS'), ('matter', 'NN'), ('Potter', 'NNP'), ('Bit', 'NNP'), ('beyond', 'IN'), ('reach', 'NN')]","[Tree('PERSON', [('Potter', 'NNP'), ('Bit', 'NNP')])]","[Tree('PERSON', [('Potter', 'NNP'), ('Bit', 'NNP')])]","[Longbottom, Potter]","(S
  think/VB
  'll/MD
  leave/VB
  somewhere/RB
  Longbottom/NNP
  find/VBP
  'bout/IN
  roof/NN
  's/POS
  matter/NN
  (PERSON Potter/NNP Bit/NNP)
  beyond/IN
  reach/NN)"
352,15,52,3,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot.","['Harry', 'way', 'heard', 'Madam', 'Hooch', 'said', 'Besides', ""n't"", 'even', 'know', 'fly', 'idiot']",Hermione Granger,Female,Gryffindor,"[('Harry', 'NNP'), ('way', 'NN'), ('heard', 'NN'), ('Madam', 'NNP'), ('Hooch', 'NNP'), ('said', 'VBD'), ('Besides', 'IN'), (""n't"", 'RB'), ('even', 'RB'), ('know', 'VB'), ('fly', 'JJR'), ('idiot', 'NN')]","[Tree('PERSON', [('Harry', 'NNP')]), Tree('PERSON', [('Madam', 'NNP'), ('Hooch', 'NNP')])]","[Tree('PERSON', [('Harry', 'NNP')]), Tree('PERSON', [('Madam', 'NNP'), ('Hooch', 'NNP')])]","[Harry, Madam Hooch]","(S
  (PERSON Harry/NNP)
  way/NN
  heard/NN
  (PERSON Madam/NNP Hooch/NNP)
  said/VBD
  Besides/IN
  n't/RB
  even/RB
  know/VB
  fly/JJR
  idiot/NN)"
353,15,52,1,"Give it here, Malfoy, or I'll knock you off your broom!","['Give', 'Malfoy', ""'ll"", 'knock', 'broom']",Harry Potter,Male,Gryffindor,"[('Give', 'VB'), ('Malfoy', 'NNP'), (""'ll"", 'MD'), ('knock', 'VB'), ('broom', 'NN')]","[Tree('PERSON', [('Malfoy', 'NNP')])]","[Tree('PERSON', [('Malfoy', 'NNP')])]",[Malfoy],(S Give/VB (PERSON Malfoy/NNP) 'll/MD knock/VB broom/NN)
354,15,52,12,"Is that so?  Have it your way, then!",['way'],Draco Malfoy,Male,Slytherin,"[('way', 'NN')]",[],[],[],(S way/NN)
355,15,52,138,"Good job, Harry!","['Good', 'job', 'Harry']",Boy,,,"[('Good', 'JJ'), ('job', 'NN'), ('Harry', 'NNP')]","[Tree('PERSON', [('Harry', 'NNP')])]","[Tree('GPE', [('Good', 'JJ')]), Tree('PERSON', [('Harry', 'NNP')])]",[Harry],(S (GPE Good/JJ) job/NN (PERSON Harry/NNP))
356,15,52,163,"Oh, that was wicked, Harry.","['Oh', 'wicked', 'Harry']",Boy 2,,,"[('Oh', 'UH'), ('wicked', 'VBD'), ('Harry', 'NNP')]","[Tree('PERSON', [('Harry', 'NNP')])]","[Tree('PERSON', [('Harry', 'NNP')])]",[Harry],(S Oh/UH wicked/VBD (PERSON Harry/NNP))
357,15,52,7,Harry Potter?  Follow me.,"['Harry', 'Potter', 'Follow']",Minerva McGonagall,Female,Gryffindor,"[('Harry', 'NNP'), ('Potter', 'NNP'), ('Follow', 'NNP')]","[Tree('PERSON', [('Harry', 'NNP')]), Tree('PERSON', [('Potter', 'NNP'), ('Follow', 'NNP')])]","[Tree('PERSON', [('Harry', 'NNP')]), Tree('PERSON', [('Potter', 'NNP'), ('Follow', 'NNP')])]",[Harry Potter],(S (PERSON Harry/NNP) (PERSON Potter/NNP Follow/NNP))
358,15,30,41,An iguana s-such as this is...,"['iguana', 's-such', '...']",Quirinus Quirrell,Male,Ravenclaw,"[('iguana', 'JJ'), ('s-such', 'JJ'), ('...', ':')]",[],[],[iguana],(S iguana/JJ s-such/JJ .../:)
359,15,30,7,You wait here.,['wait'],Minerva McGonagall,Female,Gryffindor,"[('wait', 'NN')]",[],[],[],(S wait/NN)
360,15,30,41,... an essential in-gredient.,"['...', 'essential', 'in-gredient']",Quirinus Quirrell,Male,Ravenclaw,"[('...', ':'), ('essential', 'JJ'), ('in-gredient', 'NN')]",[],[],[],(S .../: essential/JJ in-gredient/NN)
361,15,30,7,"Professor Quirrell, excuse me, excuse me. Could I borrow Wood for a moment, please?","['Professor', 'Quirrell', 'excuse', 'excuse', 'Could', 'borrow', 'Wood', 'moment', 'please']",Minerva McGonagall,Female,Gryffindor,"[('Professor', 'NNP'), ('Quirrell', 'NNP'), ('excuse', 'NN'), ('excuse', 'NN'), ('Could', 'NNP'), ('borrow', 'VB'), ('Wood', 'NNP'), ('moment', 'NN'), ('please', 'NN')]","[Tree('PERSON', [('Wood', 'NNP')])]","[Tree('PERSON', [('Wood', 'NNP')])]",[Quirrell],"(S
  Professor/NNP
  Quirrell/NNP
  excuse/NN
  excuse/NN
  Could/NNP
  borrow/VB
  (PERSON Wood/NNP)
  moment/NN
  please/NN)"
362,15,30,41,"Oh. Y-yes, of course.  And the vampire b-bat...","['Oh', 'Y-yes', 'course', 'vampire', 'b-bat', '...']",Quirinus Quirrell,Male,Ravenclaw,"[('Oh', 'UH'), ('Y-yes', 'JJ'), ('course', 'NN'), ('vampire', 'NN'), ('b-bat', 'NN'), ('...', ':')]",[],[],[],(S Oh/UH Y-yes/JJ course/NN vampire/NN b-bat/NN .../:)
363,15,30,7,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!","['Potter', 'Oliver', 'Wood', 'Wood', 'found', 'Seeker']",Minerva McGonagall,Female,Gryffindor,"[('Potter', 'NNP'), ('Oliver', 'NNP'), ('Wood', 'NNP'), ('Wood', 'NNP'), ('found', 'VBD'), ('Seeker', 'NNP')]","[Tree('PERSON', [('Potter', 'NNP')]), Tree('PERSON', [('Oliver', 'NNP'), ('Wood', 'NNP'), ('Wood', 'NNP')]), Tree('PERSON', [('Seeker', 'NNP')])]","[Tree('PERSON', [('Potter', 'NNP')]), Tree('PERSON', [('Oliver', 'NNP'), ('Wood', 'NNP'), ('Wood', 'NNP')]), Tree('PERSON', [('Seeker', 'NNP')])]",[Oliver Wood],"(S
  (PERSON Potter/NNP)
  (PERSON Oliver/NNP Wood/NNP Wood/NNP)
  found/VBD
  (PERSON Seeker/NNP))"
364,15,63,47,Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew he'd do well.,"['heard', 'Harry', 'Potter', ""'s"", 'new', 'Gryffindor', 'Seeker', 'always', 'knew', ""'d"", 'well']",Nearly Headless Nick,Human,Gryffindor,"[('heard', 'NN'), ('Harry', 'NNP'), ('Potter', 'NNP'), (""'s"", 'POS'), ('new', 'JJ'), ('Gryffindor', 'NNP'), ('Seeker', 'NNP'), ('always', 'RB'), ('knew', 'VBD'), (""'d"", 'MD'), ('well', 'RB')]","[Tree('PERSON', [('Harry', 'NNP'), ('Potter', 'NNP')])]","[Tree('PERSON', [('Harry', 'NNP'), ('Potter', 'NNP')]), Tree('ORGANIZATION', [('Gryffindor', 'NNP'), ('Seeker', 'NNP')])]","[Harry Potter's, Gryffindor Seeker]","(S
  heard/NN
  (PERSON Harry/NNP Potter/NNP)
  's/POS
  new/JJ
  (ORGANIZATION Gryffindor/NNP Seeker/NNP)
  always/RB
  knew/VBD
  'd/MD
  well/RB)"
